req_text;profession
Prezados, solicito informações completas acerca de todo os processos licitatórios de quaisquer natureza realizados pela Fundaj entre janeiro de 2013 e março de 2018. Peço que me sejam fornecidas cópias dos documentos solicitados ou sejam indicados portais e sistemais oficiais (como Diário Oficial, ou Portal da Transparência) onde estes documentos e informações estejam disponíveis. Meu pedido abrange todas as etapas do processo licitatório, desde a abertura do edital ou convite até a finalização do contrato, incluindo as propostas recebidas e vencedoras, os valores e as comprovações de entrega do serviço.;private
Bom Dia, Realizei uma manifestação pelo sistema dos correios de número: 88396083 sobre o objeto LS995671003CH em 21/02/2018 onde o prazo para resposta é de 05 dias uteis e não obtive retorno a informação até o presente dia 11/04/2018, a mercadoria foi encaminhada de de Unidade de Distribuição em CAMPINAS / SP JD DO LAGO para Unidade de Distribuição em CAMPINAS / SP PQ ITÁLIA no dia 16/03/2018 e agora apresenta a informação: OBJETO AINDA NÃO CHEGOU. Preciso de um retorno, pois se trata de um objeto tributado, paguei os tributos e estou me sentindo lesado com relação ao serviço dos correios, já liguei nos numeros 3003 0100 / 0800 725 7282 / 0800 725 0100 onde não sou atendido por nenhum operador, já fui 03 vezes na sede dos corrios CAMPINAS PQ ITÁLIA que informam não ter o que fazer com uma extrema falta de responsabilidade e comprometimento com o cliente. Espero um retorno aceitável da empresa, pois quem está sendo prejudicado infelizmente somos nós consumidores e brasileiros pela irresponsabilidade dos correios.;private
Solicito acesso às normas e/ou políticas do Instituto voltadas à inclusão e acessibilidade de SERVIDORES com deficiência, caso existam.;government
Gostaria de ser informado, referente à Diretoria Regional do Espírito Santo, na Microrregião de São Mateus/ES(Localidade Base)se atualmente existe funcionário terceirizado exercendo o Cargo/Especialidade de Agente de Correios - Atendente Comercial. Caso haja, quantos são. No aguardo, agradeço.;government
Prezado(a), Gostaria de pedir acesso a lista de alunos formados na Universidade Federal do Pará entre os anos 1990 e 2018. Peço, se possível, o envio de tal lista em formato Excel ou csv, incluindo nome completo, curso, ano de acesso e ano de graduação. Estes dados serão utilizados em pesquisa acadêmica. O estudo pretende analisar como a mobilidade geográfica de formandos depende de suas conexões sociais e como esta mobilidade difere em períodos de crescimento e crise econômica. Caso haja dificuldade em obter o universo de alunos, peço se possível a lista de alunos formados nos cursos de Engenharia e no curso de Farmácia entre os anos 2000 e 2018. Muito obrigado, Tomas Guanziroli;academic
Favor encaminhar o Demonstrativo Balanço Patrimonial da UFRN, desconsiderando os dados do complexo hospitalar, para o ano de 2017. Ou, favor informar o endereço eletrônico para acesso. Obrigado.;government
trabalhei no MS da Saude Sucam superindencia de campanha de saude publica no periodo de 1982 ate 1988 e preciso pegar a PPP para dar entrada na aposentadoria como faço ja que foi estinta a sucam.;private
Em que ano foram implantadas as cotas/reserva de vagas na universidade? Em qual/quais modalidade(s)? A Universidade produz algum relatório que avalia periodicamente o programa de ações afirmativas/cotas da instituição? Se sim, é disponível para o público? Como posso acessar?;government
Solicito cópia do laudo e da revisão do laudo da análise das condições de insalubridade do Hospital Universitário do Piauí (HUPI), especificamente do Setor Ouvidoria, no período de 2013 a 2015.;government
Bom dia. Gostaria de saber quantos Arquivistas existem neste Ministério e a quantidade de cargos vagos, se existir?;government
"Solicito a gentileza em esclarecer se o fato do candidato estar dentro da data de nascimento, de acordo com o item 1.3.1, ""c)"", do edital de sorteio de vagas ociosas - 2016, porém comprovar estar matriculado em ano superior ao concorrido, tendo em vista estar cursando o 6º ano do ensino fundamental, implicaria na perda da vaga. O intuito seria mesmo fazer o candidato cursar o 5º ano novamente. Transcrevo a seguir o item 1.3: ""1.3 Poderão concorrer ao Processo Seletivo, mediante Sorteio Público, todos aqueles que tenham nascido nas datas abaixo e comprovar que está matriculado, no ano a que concorre, no ato da matrícula, sob pena de perda da vaga .""";government
"Boa noite, Solicito o Relatório individual do levantamento de governança de TI 2016 do Instituto Federal Baiano realizado pelo Tribunal de Contas da União (TCU) com intuito de medir o iGovTI/2016. Os dados solicitados são relevantes para a minha pesquisa de mestrado que tem como tema ""A Atuação do comitê de TI para o direcionamento da Governança de TI nos IF's. Agradeço a colaboração, Att, Ana Raquel M. Correia Mestranda em Ciência da Computação/UFPE";government
Para pesquisa acadêmica de doutorado junto ao Departamento de Ciência Política da Universidade de São Paulo (DCP/USP), gostaria de acessar os seguintes documentos relativos às atividades do Conselho Diretor do FNDCT entre 2003 e 2016. - Atas das reuniões realizadas entre 2003 e 2016, - Lista de membros do Conselho Diretor entre 2003 e 2016, - Diretrizes definidas nas reuniões do Conselho Diretor entre 2003 e 2016.;academic
Quanto aos recursos do BNDES para a “Cidade das Águas”, os mesmos totalizaram R$49.223.545,86 (Contrato 162/13). Pela auditoria da Controladoria-Geral do Estado (CGE) de 2015 foram executados R$23.568.233,81 dessa verba. O que sobraria R$25.655.312,05. Caso seja feito o planejado, a melhoria da avenida Mário Palmério (R$3.067.304,61), a ponte (R$2.376.109,49), o viaduto (R$3.459.302,53) e o Bloco C da UEMG (R$7.674.176,03). O que foi executado com esse recurso em cada obra e qual o valor aplicado em cada uma delas, inclusive o período? Qual a utilização do que sobrou do total do recurso feita nesse momento? O que se pretende fazer com o saldo restante? Todo o empréstimo foi liberado pelo BNDES para o governo de Minas? Quais garantias foram dadas para o pagamento do empréstimo? Já houve o pagamento desse empréstimo do governo de Minas para o BNDES?;academic
Gostaria de realizar a solicitação dos seguintes dados: 1 - Repasses Federais de todos os Convênios vinculados a Educação ao município de Formosa/GO. PDDE, Fundeb, PNATE e outros correlatos, 2 - Repasses Federais de todos os Convênios vinculados a Saúde ao município de Formosa/GO. FMS, PSF e outros correlatos, 3 - Repasses Federais enviados e gastos pelo município de Formosa entre os anos de 2013 e 2015 com informações sobre o encaminhamento e finalidade do uso dos recursos, com local de obra, período de execução e demais detalhes possíveis.;government
QUESTIONÁRIO Observações: 1) caso a Universidade seja multicampi, favor considerar todos os campi para responder e se possível informar o nome da Unidade/Cidade, 2) alguns conceitos foram colocados, após as perguntas, para auxiliar o respondente. 1)Esta Universidade possui em sua sede ou em algum de seus campi ou unidades um setor/unidade/departamento/comissão específico que atue, exclusiva ou não exclusivamente com resolução de conflitos? ( ) sim ( ) não 2)Atuam com resolução de conflitos entre: ( ) servidores (técnicos-administrativos e professores) ( ) técnicos-administrativos e discentes ( ) técnicos-administrativos e o público externo ( ) professores e discentes ( ) professores e público externo ( ) alunos e alunos 3) (Caso não atuem na gestão de conflitos) Existe alguma intenção por parte dessa Universidade – considerando toda sua estrutura – de criar um setor específico para gerenciar conflitos internos? ( ) sim ( ) não Observações: 4) Qual(is) setor(es) trabalha(m) com resolução de conflitos interpessoais, interdepartamentais, intergrupais e até intrapessoais? ( ) Coordenação, Diretoria, Pró-Reitoria de Gestão de Pessoas ou Recursos Humanos ( ) Ouvidoria ( ) Comissão de Ética ( ) Setor ou Comissão Disciplinar ( ) outro(s) setor(es) Observação: 5) Qual técnica é utilizada na resolução de conflitos? ( ) mediação ( ) conciliação ( ) arbitragem ( ) utiliza outros meios 6) Qual setor atua por meio da mediação? qual por meio da conciliação? e qual por meio da arbitragem? 7)A Universidade não pratica nenhuma técnica de resolução de conflitos. Atua de modo tradicional por meio de abertura de processo de sindicância/disciplinar. Esta afirmação mostra a realidade dessa Universidade? 8)Quando há alguma situação conflituosa, para onde o servidor ou o cidadão, pode encaminhar sua demanda? 9)Existe alguma equipe ou servidor com capacitação específica para tratar de conflitos internos nessa Instituição? ( ) sim, na unidade “X” ( ) não Observações:;government
Gostaria de solicitar a relação dos servidores ativos no cargo de Psicólogo. Peço que esses dados venham com as seguintes informações: 1.Nome e Matrícula Siape dos profissionais 2.Data de admissão 3.Unidade de lotação 4.Unidade de exercício Esses dados serão utilizados em uma pesquisa de doutorado do Programa de Pós-Graduação em Psicologia da Universidade Federal do Rio Grande do Norte.;government
Bom dia! Trabalho em uma Escola do Município de Belo Horizonte, sou contratado como Monitor Ofiniceiro, quero saber como podemos adquiri o vale cultura e como a empresa faz este pedido junto aos órgãos competentes. A alegação da Direção é que quem ira financiar este valor! Uma vez que a Prefeitura não tem este procedimento junto aos contratados! Então quero saber como a Direção da Escola faz este pedido junto ao Ministério da Cultura? Se eu trabalho em uma Instituição que trata de Cultura, alfabetização, inclusão e aprendizagem... Sinto que estou sendo excluído... Aguardo retorno! Att Ederson de Sousa;private
Pesquiso a mais de 10 anos o efeito do agrotóxico malathion nos desinsetizadores da SUCEN, gostaria de saber se a EMBRAPA tem alguma nota técnica ou manual sobre esse assunto.;private
